Province,ProvinceCode,District,DistrictCode,FullName,Lat,Lon
Kırıkkale,71,Keskin,1463,"Keskin, Kırıkkale",39.671834,33.610800
Bursa,16,Kestel,1960,"Kestel, Bursa",40.165436,29.278600
Bolu,14,Kıbrıscık,1466,"Kıbrıscık, Bolu",40.451495,31.865500
Bingöl,12,Kiğı,1475,"Kiğı, Bingöl",39.310059,40.349000
Zonguldak,67,Kilimli,2100,"Kilimli, Zonguldak",41.488171,31.867000
Kilis,79,Kilis Merkez,1476,"Kilis Merkez, Kilis",36.716477,37.114700
İzmir,35,Kınık,1467,"Kınık, İzmir",39.085900,27.381800
İzmir,35,Kiraz,1477,"Kiraz, İzmir",38.199483,28.346200
Hatay,31,Kırıkhan,1468,"Kırıkhan, Hatay",36.496730,36.360700
Kırıkkale,71,Kırıkkale Merkez,1469,"Kırıkkale Merkez, Kırıkkale",39.839784,33.508900
Manisa,45,Kırkağaç,1470,"Kırkağaç, Manisa",39.105359,27.673300
Kırklareli,39,Kırklareli Merkez,1471,"Kırklareli Merkez, Kırklareli",41.735472,27.224400
Kırşehir,40,Kırşehir Merkez,1472,"Kırşehir Merkez, Kırşehir",39.146078,34.159500
Ankara,6,Kızılcahamam,1473,"Kızılcahamam, Ankara",40.470348,32.650200
Çankırı,18,Kızılırmak,1817,"Kızılırmak, Çankırı",40.375947,33.962500
Afyonkarahisar,3,Kızılören,1961,"Kızılören, Afyonkarahisar",38.260051,30.182000
Mardin,47,Kızıltepe,1474,"Kızıltepe, Mardin",37.193111,40.587000
Sakarya,54,Kocaali,1818,"Kocaali, Sakarya",41.055500,30.850900
Kocaeli,41,Kocaeli Merkez,1478,"Kocaeli Merkez, Kocaeli",40.756942,29.979500
Diyarbakır,21,Kocaköy,1962,"Kocaköy, Diyarbakır",38.291819,40.505500
Aydın,9,Koçarlı,1479,"Koçarlı, Aydın",37.762029,27.704500
Kayseri,38,Kocasinan,1863,"Kocasinan, Kayseri",38.720489,35.482600
Kırklareli,39,Kofçaz,1480,"Kofçaz, Kırklareli",42.006625,27.116400
İzmir,35,Konak,1819,"Konak, İzmir",38.414480,27.144100
Antalya,7,Konyaaltı,2038,"Konyaaltı, Antalya",36.896891,30.713300
Manisa,45,Köprübaşı / Manisa,1965,"Köprübaşı / Manisa, Manisa",38.755155,28.369600
Trabzon,61,Köprübaşı / Trabzon,1966,"Köprübaşı / Trabzon, Trabzon",40.790482,40.135100
Erzurum,25,Köprüköy,1967,"Köprüköy, Erzurum",39.973599,41.873100
Kocaeli,41,Körfez,1821,"Körfez, Kocaeli",40.776382,29.737700
Ordu,52,Korgan,1482,"Korgan, Ordu",40.828582,37.344600
Çankırı,18,Korgun,1963,"Korgun, Çankırı",40.735881,33.518200
Muş,49,Korkut,1964,"Korkut, Muş",38.793946,41.926800
Antalya,7,Korkuteli,1483,"Korkuteli, Antalya",37.097811,30.251300
Gümüşhane,29,Köse,1822,"Köse, Gümüşhane",40.224816,39.738500
Aydın,9,Köşk,1968,"Köşk, Aydın",37.853694,28.052100
Elazığ,23,Kovancılar,1820,"Kovancılar, Elazığ",38.717915,39.866600
Muğla,48,Köyceğiz,1488,"Köyceğiz, Muğla",36.966034,28.688600
Sivas,58,Koyulhisar,1484,"Koyulhisar, Sivas",40.301538,37.832200
Nevşehir,50,Kozaklı,1485,"Kozaklı, Nevşehir",39.214645,34.852500
Adana,1,Kozan,1486,"Kozan, Adana",37.452122,35.819300
Zonguldak,67,Kozlu,2101,"Kozlu, Zonguldak",41.438850,31.754000
Batman,72,Kozluk,1487,"Kozluk, Batman",38.189291,41.490500
İstanbul,34,Küçükçekmece,1823,"Küçükçekmece, İstanbul",41.021238,28.778100
Manisa,45,Kula,1489,"Kula, Manisa",38.543234,28.644600
Diyarbakır,21,Kulp,1490,"Kulp, Diyarbakır",38.500119,41.009900
Konya,42,Kulu,1491,"Kulu, Konya",39.090245,33.080500
Malatya,44,Kuluncak,1969,"Kuluncak, Malatya",38.850153,37.639200
Hatay,31,Kumlu,1970,"Kumlu, Hatay",36.389612,36.544600
Antalya,7,Kumluca,1492,"Kumluca, Antalya",36.366948,30.285800
Ordu,52,Kumru,1493,"Kumru, Ordu",40.872773,37.261500
Kastamonu,37,Küre,1499,"Küre, Kastamonu",41.805978,33.710300
Çankırı,18,Kurşunlu,1494,"Kurşunlu, Çankırı",40.841299,33.260700
Siirt,56,Kurtalan,1495,"Kurtalan, Siirt",37.922588,41.591100
Gümüşhane,29,Kürtün,1971,"Kürtün, Gümüşhane",40.701992,39.085400
Bartın,74,Kurucaşile,1496,"Kurucaşile, Bartın",41.843903,32.720700
Aydın,9,Kuşadası,1497,"Kuşadası, Aydın",37.857913,27.261000
Kütahya,43,Kütahya Merkez,1500,"Kütahya Merkez, Kütahya",39.419955,29.985700
Aydın,9,Kuyucak,1498,"Kuyucak, Aydın",37.913861,28.459800
Çorum,19,Laçin,1972,"Laçin, Çorum",40.791875,34.907500
Samsun,55,Ladik,1501,"Ladik, Samsun",40.912047,35.894800
Edirne,22,Lalapaşa,1502,"Lalapaşa, Edirne",41.876717,26.745300
Çanakkale,17,Lapseki,1503,"Lapseki, Çanakkale",40.345477,26.684300
Diyarbakır,21,Lice,1504,"Lice, Diyarbakır",38.424951,40.670400
Kırklareli,39,Lüleburgaz,1505,"Lüleburgaz, Kırklareli",41.402742,27.365600
Trabzon,61,Maçka,1507,"Maçka, Trabzon",40.814221,39.610700
Elazığ,23,Maden,1506,"Maden, Elazığ",38.444397,39.627100
Eskişehir,26,Mahmudiye,1508,"Mahmudiye, Eskişehir",39.494370,30.986400
Malatya,44,Malatya Merkez,1509,"Malatya Merkez, Malatya",38.355363,38.333500
Muş,49,Malazgirt,1510,"Malazgirt, Muş",39.146145,42.541000
Tekirdağ,59,Malkara,1511,"Malkara, Tekirdağ",40.893756,26.903900
İstanbul,34,Maltepe,2012,"Maltepe, İstanbul",40.949802,29.174000
Ankara,6,Mamak,1746,"Mamak, Ankara",39.912406,33.056400
Antalya,7,Manavgat,1512,"Manavgat, Antalya",36.786869,31.441300
Manisa,45,Manisa Merkez,1513,"Manisa Merkez, Manisa",38.614034,27.429600
Balıkesir,10,Manyas,1514,"Manyas, Balıkesir",40.047409,27.969500
Mardin,47,Mardin Merkez,1516,"Mardin Merkez, Mardin",37.312903,40.734000
Balıkesir,10,Marmara,1824,"Marmara, Balıkesir",40.627782,27.620000
Tekirdağ,59,Marmaraereğlisi,1825,"Marmaraereğlisi, Tekirdağ",40.969332,27.954800
Muğla,48,Marmaris,1517,"Marmaris, Muğla",36.854936,28.270900
Tunceli,62,Mazgirt,1518,"Mazgirt, Tunceli",39.018544,39.605100
Mardin,47,Mazıdağı,1519,"Mazıdağı, Mardin",37.487210,40.448500
Çorum,19,Mecitözü,1520,"Mecitözü, Çorum",40.495920,35.267400
Kayseri,38,Melikgazi,1864,"Melikgazi, Kayseri",38.720489,35.482600
İzmir,35,Menderes,1826,"Menderes, İzmir",38.120409,27.126500
İzmir,35,Menemen,1521,"Menemen, İzmir",38.626644,27.055900
Bolu,14,Mengen,1522,"Mengen, Bolu",40.939139,32.073900
Muğla,48,Menteşe,2089,"Menteşe, Muğla",37.235198,28.439700
Konya,42,Meram,1827,"Meram, Konya",37.743023,32.265400
Edirne,22,Meriç,1523,"Meriç, Edirne",41.200884,26.466600
Denizli,20,Merkezefendi,2079,"Merkezefendi, Denizli",37.783016,29.096300
Mersin,33,Mersin Merkez,1402,"Mersin Merkez, Mersin",36.747536,34.518200
Amasya,5,Merzifon,1524,"Merzifon, Amasya",40.874770,35.461800
Ordu,52,Mesudiye,1525,"Mesudiye, Ordu",40.463307,37.773600
Mersin,33,Mezitli,2065,"Mezitli, Mersin",36.857369,34.397600
Mardin,47,Midyat,1526,"Midyat, Mardin",37.415148,41.373400
Eskişehir,26,Mihalgazi,1973,"Mihalgazi, Eskişehir",40.026226,30.577100
Eskişehir,26,Mihalıççık,1527,"Mihalıççık, Eskişehir",39.865969,31.495300
Muğla,48,Milas,1528,"Milas, Muğla",37.311638,27.780800
Kırşehir,40,Mucur,1529,"Mucur, Kırşehir",39.063535,34.373900
Bursa,16,Mudanya,1530,"Mudanya, Bursa",40.318009,28.789800
Bolu,14,Mudurnu,1531,"Mudurnu, Bolu",40.462581,31.211900
Muğla,48,Muğla Merkez,1532,"Muğla Merkez, Muğla",37.235198,28.439700
Van,65,Muradiye,1533,"Muradiye, Van",38.994542,43.767300
Tekirdağ,59,Muratlı,1538,"Muratlı, Tekirdağ",41.172620,27.496300
Antalya,7,Muratpaşa,2039,"Muratpaşa, Antalya",36.882759,30.769500
Artvin,8,Murgul,1828,"Murgul, Artvin",41.278487,41.562300
Muş,49,Muş Merkez,1534,"Muş Merkez, Muş",38.734561,41.491000
Kilis,79,Musabeyli,2024,"Musabeyli, Kilis",36.885897,36.915900
Bursa,16,Mustafakemalpaşa,1535,"Mustafakemalpaşa, Bursa",40.039441,28.405200
Mersin,33,Mut,1536,"Mut, Mersin",36.794162,33.348600
Bitlis,13,Mutki,1537,"Mutki, Bitlis",38.408588,41.922300
Ankara,6,Nallıhan,1539,"Nallıhan, Ankara",40.188868,31.350600
İzmir,35,Narlıdere,2013,"Narlıdere, İzmir",38.377794,26.997000
Erzurum,25,Narman,1540,"Narman, Erzurum",40.343686,41.870200
Aydın,9,Nazilli,1542,"Nazilli, Aydın",37.909777,28.324300
Tunceli,62,Nazımiye,1541,"Nazımiye, Tunceli",39.181163,39.828500
Nevşehir,50,Nevşehir Merkez,1543,"Nevşehir Merkez, Nevşehir",38.624694,34.714200
Niğde,51,Niğde Merkez,1544,"Niğde Merkez, Niğde",37.969774,34.676600
Tokat,60,Niksar,1545,"Niksar, Tokat",40.590159,36.951200
Bursa,16,Nilüfer,1829,"Nilüfer, Bursa",40.142458,28.813100
Gaziantep,27,Nizip,1546,"Nizip, Gaziantep",37.009926,37.796900
Gaziantep,27,Nurdağı,1974,"Nurdağı, Gaziantep",37.175988,36.740600
Kahramanmaraş,46,Nurhak,1975,"Nurhak, Kahramanmaraş",37.965633,37.447400
Mardin,47,Nusaybin,1547,"Nusaybin, Mardin",37.069644,41.214000
İzmir,35,Ödemiş,1563,"Ödemiş, İzmir",38.228296,27.974800
Eskişehir,26,Odunpazarı,2046,"Odunpazarı, Eskişehir",39.766706,30.525600
Trabzon,61,Of,1548,"Of, Trabzon",40.925464,40.289700
Gaziantep,27,Oğuzeli,1549,"Oğuzeli, Gaziantep",36.965343,37.510700
Çorum,19,Oğuzlar,1976,"Oğuzlar, Çorum",40.754290,34.704800
Erzurum,25,Oltu,1550,"Oltu, Erzurum",40.545963,41.995600
Erzurum,25,Olur,1551,"Olur, Erzurum",40.880610,42.116500
Mardin,47,Ömerli,1564,"Ömerli, Mardin",37.363112,41.008700
Kahramanmaraş,46,Onikişubat,2085,"Onikişubat, Kahramanmaraş",37.770229,36.695700
Ordu,52,Ordu Merkez,1552,"Ordu Merkez, Ordu",40.986166,37.879700
Bursa,16,Orhaneli,1553,"Orhaneli, Bursa",39.940979,28.999400
Bursa,16,Orhangazi,1554,"Orhangazi, Bursa",40.439227,29.371500
Çankırı,18,Orta,1555,"Orta, Çankırı",40.591975,33.073400
Muğla,48,Ortaca,1831,"Ortaca, Muğla",36.838723,28.765500
Trabzon,61,Ortahisar,2097,"Ortahisar, Trabzon",40.956216,39.735000
Aksaray,68,Ortaköy / Aksaray,1557,"Ortaköy / Aksaray, Aksaray",38.736600,34.040800
Çorum,19,Ortaköy / Çorum,1556,"Ortaköy / Çorum, Çorum",40.291170,35.312600
Çorum,19,Osmancık,1558,"Osmancık, Çorum",40.968958,34.800100
Bilecik,11,Osmaneli,1559,"Osmaneli, Bilecik",40.358400,30.013400
Bursa,16,Osmangazi,1832,"Osmangazi, Bursa",40.179431,29.022700
Osmaniye,80,Osmaniye Merkez,1560,"Osmaniye Merkez, Osmaniye",37.074628,36.246400
Erzincan,24,Otlukbeli,1977,"Otlukbeli, Erzincan",39.973600,40.022100
Karabük,78,Ovacık / Karabük,1561,"Ovacık / Karabük, Karabük",41.073276,32.917500
Tunceli,62,Ovacık / Tunceli,1562,"Ovacık / Tunceli, Tunceli",39.357044,39.216600
Van,65,Özalp,1565,"Özalp, Van",38.724909,44.030800
Kayseri,38,Özvatan,1978,"Özvatan, Kayseri",39.106381,35.699100
Erzurum,25,Palandöken,2044,"Palandöken, Erzurum",39.905499,41.265800
Elazığ,23,Palu,1566,"Palu, Elazığ",38.663950,40.002600
Denizli,20,Pamukkale,1871,"Pamukkale, Denizli",37.913696,29.118700
Sakarya,54,Pamukova,1833,"Pamukova, Sakarya",40.505684,30.169200
Erzurum,25,Pasinler,1567,"Pasinler, Erzurum",39.977182,41.668100
Ağrı,4,Patnos,1568,"Patnos, Ağrı",39.233578,42.863300
Hatay,31,Payas,2083,"Payas, Hatay",36.779595,36.213600
Rize,53,Pazar / Rize,1569,"Pazar / Rize, Rize",41.180662,40.886800
Tokat,60,Pazar / Tokat,1834,"Pazar / Tokat, Tokat",40.277255,36.284700
Kahramanmaraş,46,Pazarcık,1570,"Pazarcık, Kahramanmaraş",37.489462,37.293600
Kütahya,43,Pazarlar,1979,"Pazarlar, Kütahya",38.995200,29.123900
Bilecik,11,Pazaryeri,1571,"Pazaryeri, Bilecik",39.995528,29.903400
Erzurum,25,Pazaryolu,1865,"Pazaryolu, Erzurum",40.445626,40.718300
Kırklareli,39,Pehlivanköy,1572,"Pehlivanköy, Kırklareli",41.347111,26.924400
İstanbul,34,Pendik,1835,"Pendik, İstanbul",40.880945,29.257700
Ordu,52,Perşembe,1573,"Perşembe, Ordu",41.067089,37.773500
Tunceli,62,Pertek,1574,"Pertek, Tunceli",38.867770,39.324600
Siirt,56,Pervari,1575,"Pervari, Siirt",37.880223,42.623600
Kastamonu,37,Pınarbaşı / Kastamonu,1836,"Pınarbaşı / Kastamonu, Kastamonu",41.666145,33.035000
Kayseri,38,Pınarbaşı / Kayseri,1576,"Pınarbaşı / Kayseri, Kayseri",38.720513,36.395000
Kırklareli,39,Pınarhisar,1577,"Pınarhisar, Kırklareli",41.601840,27.533200
Giresun,28,Piraziz,1837,"Piraziz, Giresun",40.954562,38.119600
Kilis,79,Polateli,2025,"Polateli, Kilis",36.842174,37.143600
Ankara,6,Polatlı,1578,"Polatlı, Ankara",39.585047,32.144700
Ardahan,75,Posof,1579,"Posof, Ardahan",41.533645,42.675700
Adana,1,Pozantı,1580,"Pozantı, Adana",37.425584,34.873600
Tunceli,62,Pülümür,1581,"Pülümür, Tunceli",39.486504,39.895400
Ankara,6,Pursaklar,2034,"Pursaklar, Ankara",40.038463,32.903400
Malatya,44,Pütürge,1582,"Pütürge, Malatya",38.153111,38.788000
Erzincan,24,Refahiye,1583,"Refahiye, Erzincan",39.899583,38.768100
Tokat,60,Reşadiye,1584,"Reşadiye, Tokat",40.392406,37.336000
Hatay,31,Reyhanlı,1585,"Reyhanlı, Hatay",36.268523,36.567600
Rize,53,Rize Merkez,1586,"Rize Merkez, Rize",41.025511,40.517700
Çankırı,18,Şabanözü,1649,"Şabanözü, Çankırı",40.451308,33.277800
Karabük,78,Safranbolu,1587,"Safranbolu, Karabük",41.249306,32.683100
Gaziantep,27,Şahinbey,1841,"Şahinbey, Gaziantep",37.065953,37.378100
Adana,1,Saimbeyli,1588,"Saimbeyli, Adana",37.986090,36.089600
Sakarya,54,Sakarya Merkez,1589,"Sakarya Merkez, Sakarya",40.745669,30.413500
Manisa,45,Salihli,1590,"Salihli, Manisa",38.487074,28.138100
Samsun,55,Salıpazarı,1838,"Salıpazarı, Samsun",41.082290,36.825300
Trabzon,61,Şalpazarı,1842,"Şalpazarı, Trabzon",40.941959,39.193000
Hatay,31,Samandağ,1591,"Samandağ, Hatay",36.086992,35.968500
Adıyaman,2,Samsat,1592,"Samsat, Adıyaman",37.579209,38.482400
Samsun,55,Samsun Merkez,1593,"Samsun Merkez, Samsun",41.281880,36.345400
İstanbul,34,Sancaktepe,2054,"Sancaktepe, İstanbul",41.028703,29.290200
Afyonkarahisar,3,Sandıklı,1594,"Sandıklı, Afyonkarahisar",38.465179,30.272600
Şanlıurfa,63,Şanlıurfa Merkez,1702,"Şanlıurfa Merkez, Şanlıurfa",37.167404,38.795500
Sakarya,54,Sapanca,1595,"Sapanca, Sakarya",40.689680,30.261400
Kütahya,43,Şaphane,1843,"Şaphane, Kütahya",39.024910,29.220100
Tekirdağ,59,Saray / Tekirdağ,1596,"Saray / Tekirdağ, Tekirdağ",41.441086,27.921600
Van,65,Saray / Van,1980,"Saray / Van, Van",38.490927,44.196700
Sinop,57,Saraydüzü,1981,"Saraydüzü, Sinop",41.328148,34.847200
Yozgat,66,Saraykent,1982,"Saraykent, Yozgat",39.692795,35.510000
Denizli,20,Sarayköy,1597,"Sarayköy, Denizli",37.921115,28.883000
Konya,42,Sarayönü,1598,"Sarayönü, Konya",38.264661,32.407100
Eskişehir,26,Sarıcakaya,1599,"Sarıcakaya, Eskişehir",40.037399,30.617600
Adana,1,Sarıçam,2032,"Sarıçam, Adana",37.103444,35.522000
Manisa,45,Sarıgöl,1600,"Sarıgöl, Manisa",38.238351,28.696400
Kars,36,Sarıkamış,1601,"Sarıkamış, Kars",40.333401,42.590500
Yozgat,66,Sarıkaya,1602,"Sarıkaya, Yozgat",39.514695,35.400500
Kayseri,38,Sarıoğlan,1603,"Sarıoğlan, Kayseri",39.077818,35.967000
Karaman,70,Sarıveliler,1983,"Sarıveliler, Karaman",36.608577,32.582500
Aksaray,68,Sarıyahşi,1866,"Sarıyahşi, Aksaray",38.984910,33.844500
İstanbul,34,Sarıyer,1604,"Sarıyer, İstanbul",41.181474,29.038500
Kayseri,38,Sarız,1605,"Sarız, Kayseri",38.480572,36.497800
Isparta,32,Şarkikaraağaç,1651,"Şarkikaraağaç, Isparta",38.016946,31.354200
Sivas,58,Şarkışla,1650,"Şarkışla, Sivas",39.350195,36.407800
Tekirdağ,59,Şarköy,1652,"Şarköy, Tekirdağ",40.615159,27.113600
Manisa,45,Saruhanlı,1606,"Saruhanlı, Manisa",38.734982,27.569800
Batman,72,Sason,1607,"Sason, Batman",38.333766,41.420300
Balıkesir,10,Savaştepe,1608,"Savaştepe, Balıkesir",39.451312,27.690400
Artvin,8,Şavşat,1653,"Şavşat, Artvin",41.252757,42.354700
Mardin,47,Savur,1609,"Savur, Mardin",37.533928,40.887100
Bolu,14,Seben,1610,"Seben, Bolu",40.411159,31.569900
Giresun,28,Şebinkarahisar,1654,"Şebinkarahisar, Giresun",40.288496,38.422200
Yozgat,66,Şefaatli,1655,"Şefaatli, Yozgat",39.500486,34.758200
İzmir,35,Seferihisar,1611,"Seferihisar, İzmir",38.195150,26.834400
Gaziantep,27,Şehitkamil,1844,"Şehitkamil, Gaziantep",37.065953,37.378100
Manisa,45,Şehzadeler,2086,"Şehzadeler, Manisa",38.614034,27.429600
İzmir,35,Selçuk,1612,"Selçuk, İzmir",37.950845,27.370000
Konya,42,Selçuklu,1839,"Selçuklu, Konya",38.016038,32.492000
Manisa,45,Selendi,1613,"Selendi, Manisa",38.743988,28.867400
Kars,36,Selim,1614,"Selim, Kars",40.464118,42.790600
Hakkari,30,Şemdinli,1656,"Şemdinli, Hakkari",37.302605,44.530900
Isparta,32,Senirkent,1615,"Senirkent, Isparta",38.107941,30.550200
Erzurum,25,Şenkaya,1657,"Şenkaya, Erzurum",40.561599,42.347100
Kastamonu,37,Şenpazar,1845,"Şenpazar, Kastamonu",41.809741,33.231400
Sakarya,54,Serdivan,2071,"Serdivan, Sakarya",40.782802,30.320500
Ankara,6,Şereflikoçhisar,1658,"Şereflikoçhisar, Ankara",38.937890,33.539200
Antalya,7,Serik,1616,"Serik, Antalya",36.917399,31.104400
Denizli,20,Serinhisar,1840,"Serinhisar, Denizli",37.613453,29.301800
Muğla,48,Seydikemer,2090,"Seydikemer, Muğla",36.647391,29.464400
Kastamonu,37,Seydiler,1984,"Seydiler, Kastamonu",41.619953,33.718500
Konya,42,Seydişehir,1617,"Seydişehir, Konya",37.419260,31.848200
Adana,1,Seyhan,1104,"Seyhan, Adana",36.991419,35.330800
Eskişehir,26,Seyitgazi,1618,"Seyitgazi, Eskişehir",39.445619,30.693900
Siirt,56,Siirt Merkez,1620,"Siirt Merkez, Siirt",37.927404,41.942000
İstanbul,34,Şile,1659,"Şile, İstanbul",41.174903,29.609600
Mersin,33,Silifke,1621,"Silifke, Mersin",36.623027,33.885800
İstanbul,34,Silivri,1622,"Silivri, İstanbul",41.073678,28.247900
Şırnak,73,Silopi,1623,"Silopi, Şırnak",37.305543,42.498300
Diyarbakır,21,Silvan,1624,"Silvan, Diyarbakır",38.141225,41.012800
Kütahya,43,Simav,1625,"Simav, Kütahya",39.089600,28.978700
Afyonkarahisar,3,Sinanpaşa,1626,"Sinanpaşa, Afyonkarahisar",38.742188,30.244800
Ankara,6,Sincan,1747,"Sincan, Ankara",39.854448,32.424100
Adıyaman,2,Sincik,1985,"Sincik, Adıyaman",38.058742,38.563400
Balıkesir,10,Sındırgı,1619,"Sındırgı, Balıkesir",39.238849,28.175000
Sinop,57,Sinop Merkez,1627,"Sinop Merkez, Sinop",42.027974,35.151700
Gümüşhane,29,Şiran,1660,"Şiran, Gümüşhane",40.189364,39.127800
Şırnak,73,Şırnak Merkez,1661,"Şırnak Merkez, Şırnak",37.518974,42.453700
Siirt,56,Şirvan,1662,"Şirvan, Siirt",38.096772,42.134400
İstanbul,34,Şişli,1663,"Şişli, İstanbul",41.060069,28.988100
Sivas,58,Sivas Merkez,1628,"Sivas Merkez, Sivas",39.750545,37.015000
Uşak,64,Sivaslı,1629,"Sivaslı, Uşak",38.499903,29.683900
Şanlıurfa,63,Siverek,1630,"Siverek, Şanlıurfa",37.754104,39.317700
Elazığ,23,Sivrice,1631,"Sivrice, Elazığ",38.447041,39.309300
Eskişehir,26,Sivrihisar,1632,"Sivrihisar, Eskişehir",39.475953,31.537000
Bilecik,11,Söğüt,1636,"Söğüt, Bilecik",40.015100,30.183400
Sakarya,54,Söğütlü,1986,"Söğütlü, Sakarya",40.903400,30.471700
Aydın,9,Söke,1637,"Söke, Aydın",37.751961,27.405700
Bingöl,12,Solhan,1633,"Solhan, Bingöl",38.967912,41.053800
Manisa,45,Soma,1634,"Soma, Manisa",39.185113,27.608800
Yozgat,66,Sorgun,1635,"Sorgun, Yozgat",39.812821,35.190400
Afyonkarahisar,3,Şuhut,1664,"Şuhut, Afyonkarahisar",38.532897,30.544400
Kırıkkale,71,Sulakyurt,1638,"Sulakyurt, Kırıkkale",40.221667,33.752700
Tekirdağ,59,Süleymanpaşa,2096,"Süleymanpaşa, Tekirdağ",40.978092,27.511700
Edirne,22,Süloğlu,1988,"Süloğlu, Edirne",41.770128,26.874000
İstanbul,34,Sultanbeyli,2014,"Sultanbeyli, İstanbul",40.961112,29.266900
Afyonkarahisar,3,Sultandağı,1639,"Sultandağı, Afyonkarahisar",38.531637,31.229900
İstanbul,34,Sultangazi,2055,"Sultangazi, İstanbul",41.125579,28.871300
Aksaray,68,Sultanhanı,2106,"Sultanhanı, Aksaray",38.242161,33.559300
Aydın,9,Sultanhisar,1640,"Sultanhisar, Aydın",37.889733,28.154500
Amasya,5,Suluova,1641,"Suluova, Amasya",40.836475,35.645600
Tokat,60,Sulusaray,1987,"Sulusaray, Tokat",39.997505,36.083800
Osmaniye,80,Sumbas,2028,"Sumbas, Osmaniye",37.447326,36.027600
Çorum,19,Sungurlu,1642,"Sungurlu, Çorum",40.214154,34.334400
Diyarbakır,21,Sur,2042,"Sur, Diyarbakır",38.059761,40.388600
Trabzon,61,Sürmene,1647,"Sürmene, Trabzon",40.911365,40.118800
Şanlıurfa,63,Suruç,1643,"Suruç, Şanlıurfa",36.975120,38.424300
Sivas,58,Suşehri,1646,"Suşehri, Sivas",40.163154,38.091500
Balıkesir,10,Susurluk,1644,"Susurluk, Balıkesir",39.913910,28.156900
Kars,36,Susuz,1645,"Susuz, Kars",40.779633,43.129800
Isparta,32,Sütçüler,1648,"Sütçüler, Isparta",37.495265,30.978700
Kayseri,38,Talas,1846,"Talas, Kayseri",38.687501,35.555600
Sakarya,54,Taraklı,1847,"Taraklı, Sakarya",40.396222,30.504900
Mersin,33,Tarsus,1665,"Tarsus, Mersin",36.916561,34.895200
Konya,42,Taşkent,1848,"Taşkent, Konya",36.923683,32.493200
Kastamonu,37,Taşköprü,1666,"Taşköprü, Kastamonu",41.509945,34.210300
Ağrı,4,Taşlıçay,1667,"Taşlıçay, Ağrı",39.636080,43.381000
Amasya,5,Taşova,1668,"Taşova, Amasya",40.760551,36.322500
Bitlis,13,Tatvan,1669,"Tatvan, Bitlis",38.501998,42.281300
Denizli,20,Tavas,1670,"Tavas, Denizli",37.573068,29.071300
Kütahya,43,Tavşanlı,1671,"Tavşanlı, Kütahya",39.547000,29.491400
Burdur,15,Tefenni,1672,"Tefenni, Burdur",37.309500,29.774700
Tekirdağ,59,Tekirdağ Merkez,1673,"Tekirdağ Merkez, Tekirdağ",40.978092,27.511700
Samsun,55,Tekkeköy,1849,"Tekkeköy, Samsun",41.179000,36.473600
Erzurum,25,Tekman,1674,"Tekman, Erzurum",39.645445,41.507400
Eskişehir,26,Tepebaşı,2047,"Tepebaşı, Eskişehir",39.899874,30.481800
Erzincan,24,Tercan,1675,"Tercan, Erzincan",39.777631,40.383700
Yalova,77,Termal,2026,"Termal, Yalova",40.596551,29.174000
Samsun,55,Terme,1676,"Terme, Samsun",41.144243,36.990000
Siirt,56,Tillo,1878,"Tillo, Siirt",37.958555,42.044300
İzmir,35,Tire,1677,"Tire, İzmir",38.089478,27.731800
Giresun,28,Tirebolu,1678,"Tirebolu, Giresun",41.007457,38.814600
Tokat,60,Tokat Merkez,1679,"Tokat Merkez, Tokat",40.323464,36.552200
Kayseri,38,Tomarza,1680,"Tomarza, Kayseri",38.447925,35.799100
Trabzon,61,Tonya,1681,"Tonya, Trabzon",40.886452,39.290800
Osmaniye,80,Toprakkale,2029,"Toprakkale, Osmaniye",37.062415,36.145200
İzmir,35,Torbalı,1682,"Torbalı, İzmir",38.192799,27.385100
Mersin,33,Toroslar,2066,"Toroslar, Mersin",37.058967,34.419800
Erzurum,25,Tortum,1683,"Tortum, Erzurum",40.397293,41.477300
Gümüşhane,29,Torul,1684,"Torul, Gümüşhane",40.557866,39.293300
Kastamonu,37,Tosya,1685,"Tosya, Kastamonu",41.017419,34.037500
Trabzon,61,Trabzon Merkez,1686,"Trabzon Merkez, Trabzon",41.002697,39.716800
Adana,1,Tufanbeyli,1687,"Tufanbeyli, Adana",38.262537,36.220500
Tunceli,62,Tunceli Merkez,1688,"Tunceli Merkez, Tunceli",39.106170,39.548300
Manisa,45,Turgutlu,1689,"Turgutlu, Manisa",38.500161,27.708400
Tokat,60,Turhal,1690,"Turhal, Tokat",40.386158,36.087800
Sinop,57,Türkeli,1693,"Türkeli, Sinop",41.948421,34.337000
Kahramanmaraş,46,Türkoğlu,1694,"Türkoğlu, Kahramanmaraş",37.384751,36.846200
Van,65,Tuşba,2099,"Tuşba, Van",38.501209,43.373000
Adıyaman,2,Tut,1989,"Tut, Adıyaman",37.799863,37.957300
